#Shaman Stuff ;;;;;;;;;;;;;;x
shaman_good_marriage;Ancestors' Foresight on Marriage (Good);;;;;;;;;;;;;x
shaman_good_marriage_desc;This lord's Shaman recently traveled to the Spirit World and give appropriate advice concerning the encouraging things that they foresaw in regards to this lord's marriage.;;;;;;;;;;;;;x
shaman_bad_marriage;Ancestors' Foresight on Marriage (Bad);;;;;;;;;;;;;x
shaman_bad_marriage_desc;This lord's Shaman recently traveled to the Spirit World and give appropriate advice concerning the discouraging things that they foresaw in regards to this lord's marriage.;;;;;;;;;;;;;x
shaman_good_no_spouse;Ancestors' Foresight on Being Married in the Future (Good);;;;;;;;;;;;;x
shaman_good_no_spouse_desc;This lord's Shaman recently traveled to the Spirit World and give appropriate advice concerning the encouraging things that they foresaw in regards to this lord's future marriage prospects.;;;;;;;;;;;;;x
shaman_bad_no_spouse;Ancestors' Foresight on Being Married in the Future (Bad);;;;;;;;;;;;;x
shaman_bad_no_spouse_desc;This lord's Shaman recently traveled to the Spirit World and give appropriate advice concerning the discouraging things that they foresaw in regards to this lord's future marriage prospects.;;;;;;;;;;;;;x
shaman_good_children;Ancestors' Foresight on Children (Good);;;;;;;;;;;;;x
shaman_good_children_desc;This lord's Shaman recently traveled to the Spirit World and give appropriate advice concerning the encouraging things that they foresaw in regards to this lord's children.;;;;;;;;;;;;;x
shaman_bad_children;Ancestors' Foresight on Children (Bad);;;;;;;;;;;;;x
shaman_bad_children_desc;This lord's Shaman recently traveled to the Spirit World and give appropriate advice concerning the discouraging things that they foresaw in regards to this lord's children.;;;;;;;;;;;;;x
shaman_good_no_children;Ancestors' Foresight on Having Children (Good);;;;;;;;;;;;;x
shaman_good_no_children_desc;This lord's Shaman recently traveled to the Spirit World and give appropriate advice concerning the encouraging things that they foresaw in regards to this lord's future offspring.;;;;;;;;;;;;;x
shaman_bad_no_children;Ancestors' Foresight on Having Children (Bad);;;;;;;;;;;;;x
shaman_bad_no_children_desc;This lord's Shaman recently traveled to the Spirit World and give appropriate advice concerning the discouraging things that they foresaw in regards to this lord's future offspring.;;;;;;;;;;;;;x
shaman_good_distant_relative;Ancestors' Foresight on Dynasty (Good);;;;;;;;;;;;;x
shaman_good_distant_relative_desc;This lord's Shaman recently traveled to the Spirit World and give appropriate advice concerning the encouraging things that they foresaw in regards to this lord's dynasty.;;;;;;;;;;;;;x
