#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
####### Titles (excluding County/Barony Titles);;;;;;;;;;;x
# EBS
d_hasdingi;Hasdingi;;;;;;;;;;;x
d_hasdingi_adj;Hasdingi;;;;;;;;;;;x
d_silingi;Silingi;;;;;;;;;;;x
d_silingi_adj;Silingi;;;;;;;;;;;x
d_raetia_prima;Raetia Prima;;;;;;;;;;;x
d_raetia_prima_adj;Raetian;;;;;;;;;;;x
d_raetia_secunda;Raetia Secunda;;;;;;;;;;;x
d_raetia_secunda_adj;Raetian;;;;;;;;;;;x
k_chionites;Chionites;;;;;;;;;;;x
k_chionites_adj;Chionite;;;;;;;;;;;x
k_hen_ogledd;Hen Ogledd;;;;;;;;;;;;;x
k_hen_ogledd_adj;Cumbric;;;;;;;;;;;;;x
d_cilicia_secunda;Cilicia Secunda;Cilicia secunda;;;;;;;;;;x
d_cilicia_secunda_adj;Cilician;Cilicien;;;;;;;;;;x
k_dacia_inferior;Dacia Inferior;;;;;;;;;;;x
k_dacia_inferior_adj;Inferior Dacian;;;;;;;;;;;x
d_dacia_inferior;Dacia Inferior;;;;;;;;;;;x
d_dacia_inferior_adj;Inferior Dacian;;;;;;;;;;;x
k_gallia;Gallia;Gallia;;;;;;;;;;x
k_gallia_adj;Gallic;;;;;;;;;;;x
d_northern_suebi;Northern Suebi;;;;;;;;;;;x
d_northern_suebi_adj;Suebi;;;;;;;;;;;x
