#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
TRIBUTARY_FOEDERATI_NAME;Foederatus;Fédéré;;;;;;;;;;;;x
TRIBUTARY_FOEDERATI_PLURAL;Foederati;Fédérés;;;;;;;;;;;;x
SUZERAIN_FOEDERATI_NAME;Suzerain;Suzerain;Suzerän;;Soberano;;;;;;;;;x
TRIBUTARY_FOEDERATI_TRIBUTE;Tribute;Tribut;Tribut;;Tributo;;;;;;;;;x
begin_foederati_negotiations_barbarian;Initiate foederai negotiations;Initier des négociations pour devenir fédéré;;;;;;;;;;;;x
begin_foederati_negotiations_barbarian_desc;You can sign a Foederatus contract for mutual gains.;;;;;;;;;;;;;x
become_foederati_barbarian_cooldown_tt;Has NOT broken free from being a Foederatus in 10 years;N'a pas été libéré de sa condition de fédéré en 10 ans;;;;;;;;;;;;x
become_foederati_barbarian_effect_TT;You will become a defender of [Root]. In exchange, you will receive military and financial help.\nThese effects last until you declare a §Ywar for independence§! or when your suzerain is weak and you §Ydeclare your independence via a decision§! in the intrigue screen.\n;Vous allez aider à défendre [Root]. En échange, vous recevrez de l'aide militaire et financière. \nCes effets dureront jusqu'à ce que vous déclariez une §Yguerre d'indépendance§! ou quand votre suzerain est faible et vous §Ydéclarez votre indépendance par une décision§! dans l'écran d'intrigue.\n;;;;;;;;;;;;x
become_foederati_barbarian_allow_borders_roman_realm_tt;Has a realm county bordering the [Root.PrimaryTitle.GetFullName]\n;A dans son pays un comté limitrophe [Root.GetAuAlaAuxPrimaryTitleFullName][Root.PrimaryTitle.GetFullName]\n;Hat eine Reichsgrafschaft, die an [Root.PrimaryTitle.GetFullName] grenzt\n;;Tiene un reino fronterizo con el [Root.PrimaryTitle.GetFullName]\n;;;;;;;;;x
become_foederati_timer;Recently offered to be Foederatus;A récemment offert de devenir fédéré;;;;;;;;;;;;x
