#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
###### Wikipedia links for important characters;;;;;;;;;;;;;x
W_L_19;https://en.wikipedia.org/wiki/Syagrius;https://fr.wikipedia.org/wiki/Syagrius;;;;;;;;;;;x
W_L_20;https://en.wikipedia.org/wiki/Gundobad;https://fr.wikipedia.org/wiki/Gondebaud;;;;;;;;;;;x
W_L_21;https://en.wikipedia.org/wiki/Gondioc;https://fr.wikipedia.org/wiki/Gondioc;;;;;;;;;;;x
W_L_22;https://en.wikipedia.org/wiki/Gunther;https://fr.wikipedia.org/wiki/Gondicaire;;;;;;;;;;;x
W_L_30;https://en.wikipedia.org/wiki/Euric;https://fr.wikipedia.org/wiki/Euric;;;https://es.wikipedia.org/wiki/Eurico;;;;;;;;;x
W_L_32;https://en.wikipedia.org/wiki/Orestes_%28prefect%29;https://fr.wikipedia.org/wiki/Oreste_(pr%C3%A9fet_d%27Alexandrie);;;;;;;;;;;x
W_L_35;https://en.wikipedia.org/wiki/Theodemund;https://fr.wikipedia.org/wiki/Th%C3%A9odemond;;;;;;;;;;;x
W_L_36;https://en.wikipedia.org/wiki/Gibuld;;;;;;;;;;;;x
W_L_39;https://en.wikipedia.org/wiki/Childeric_I;https://fr.wikipedia.org/wiki/Child%C3%A9ric_Ier;;;;;;;;;;;x
W_L_40;https://en.wikipedia.org/wiki/Clovis_I;https://fr.wikipedia.org/wiki/Clovis_Ier;;;;;;;;;;;x
W_L_55;https://en.wikipedia.org/wiki/Odoacer;https://fr.wikipedia.org/wiki/Odoacre;;;;;;;;;;x
W_L_56;https://en.wikipedia.org/wiki/Edeko;https://fr.wikipedia.org/wiki/Edecon;;;;;;;;;;x
W_L_57;https://en.wikipedia.org/wiki/Feletheus;https://fr.wikipedia.org/wiki/Feletheus;;;;;;;;;;x
W_L_58;https://en.wikipedia.org/wiki/Flaccitheus;https://fr.wikipedia.org/wiki/Flaccitheus;;;;;;;;;;x
W_L_63;https://en.wikipedia.org/wiki/Theoderic_the_Great;https://fr.wikipedia.org/wiki/Th%C3%A9odoric_le_Grand;;;;;;;;;;x
W_L_66;https://en.wikipedia.org/wiki/Attila;https://fr.wikipedia.org/wiki/Attila;;;;;;;;;;x
W_L_69;https://en.wikipedia.org/wiki/Ernak;https://fr.wikipedia.org/wiki/Ernakh;;;;;;;;;;x
W_L_92;https://en.wikipedia.org/wiki/Huneric;https://fr.wikipedia.org/wiki/Hun%C3%A9ric;;;;;;;;;;x
W_L_93;https://en.wikipedia.org/wiki/Genseric;https://fr.wikipedia.org/wiki/Gens%C3%A9ric;;;;;;;;;;x
W_L_213;https://en.wikipedia.org/wiki/Vakhtang_I_of_Iberia;https://fr.wikipedia.org/wiki/Vakhtang_Ier_d%27Ib%C3%A9rie;;;;;;;;;;;;x
W_L_10066;https://en.wikipedia.org/wiki/Ardaric;https://fr.wikipedia.org/wiki/Ardaric;;;;;;;;;;x
W_L_10076;https://en.wikipedia.org/wiki/Chlodomer;https://fr.wikipedia.org/wiki/Clodomir;;;;;;;;;;x
W_L_20785;https://en.wikipedia.org/wiki/Sigobert_the_Lame;https://fr.wikipedia.org/wiki/Sigebert_le_Boiteux;;;;;;;;;;;;x
W_L_30010;https://en.wikipedia.org/wiki/Childebert_II;https://fr.wikipedia.org/wiki/Childebert_II;;;;;;;;;;;x
W_L_30021;https://en.wikipedia.org/wiki/Chilperic_I;https://fr.wikipedia.org/wiki/Chilp%C3%A9ric_Ier_(roi_des_Francs);;;;;;;;;;x
W_L_36603;https://en.wikipedia.org/wiki/Ecdicius;;;;;;;;;;;;x
W_L_70513;http://en.wikipedia.org/wiki/Justin_I;http://fr.wikipedia.org/wiki/Justin_Ier;http://de.wikipedia.org/wiki/Justin_I.;http://pl.wikipedia.org/wiki/Justyn_I_(cesarz_bizanty%C5%84ski);http://es.wikipedia.org/wiki/Justino_I;http://it.wikipedia.org/wiki/Giustino_I_di_Bisanzio;http://cs.wikipedia.org/wiki/Justinus_I.;http://hu.wikipedia.org/wiki/I._Justinus_biz%C3%A1nci_cs%C3%A1sz%C3%A1r;;;;;;x;
W_L_70512;http://en.wikipedia.org/wiki/Justinian_I;http://fr.wikipedia.org/wiki/Justinien;http://de.wikipedia.org/wiki/Justinian_I.;http://pl.wikipedia.org/wiki/Justynian_I_Wielki;http://es.wikipedia.org/wiki/Justiniano_I;http://it.wikipedia.org/wiki/Giustiniano_I;http://cs.wikipedia.org/wiki/Justini%C3%A1n_I.;http://hu.wikipedia.org/wiki/I._Justinianus_biz%C3%A1nci_cs%C3%A1sz%C3%A1r;;;;;;x;
W_L_70511;http://en.wikipedia.org/wiki/Justin_II;http://fr.wikipedia.org/wiki/Justin_II;http://de.wikipedia.org/wiki/Justin_II.;http://pl.wikipedia.org/wiki/Justyn_II_(cesarz_bizanty%C5%84ski);http://es.wikipedia.org/wiki/Justino_II;http://it.wikipedia.org/wiki/Giustino_II_di_Bisanzio;http://cs.wikipedia.org/wiki/Justinus_II.;http://hu.wikipedia.org/wiki/II._Justinus_biz%C3%A1nci_cs%C3%A1sz%C3%A1r;;;;;;x;
W_L_70514;https://en.wikipedia.org/wiki/Anastasius_I_Dicorus;https://fr.wikipedia.org/wiki/Anastase_Ier_(empereur_byzantin);;;https://es.wikipedia.org/wiki/Anastasio_I_(emperador);;;;;;;x
W_L_70515;https://en.wikipedia.org/wiki/Zeno_(emperor);https://fr.wikipedia.org/wiki/Z%C3%A9non_(empereur_byzantin);;;https://es.wikipedia.org/wiki/Zen%C3%B3n_(emperador);;;;;;;x
W_L_70518;http://en.wikipedia.org/wiki/Marcian;http://fr.wikipedia.org/wiki/Marcien;http://de.wikipedia.org/wiki/Markian;http://pl.wikipedia.org/wiki/Marcjan_(cesarz_bizanty%C5%84ski);http://es.wikipedia.org/wiki/Marciano_(emperador);http://it.wikipedia.org/wiki/Marciano_(imperatore);http://cs.wikipedia.org/wiki/Marcianus;http://hu.wikipedia.org/wiki/Marcianus_biz%C3%A1nci_cs%C3%A1sz%C3%A1r;;;;;;x;
W_L_70517;http://en.wikipedia.org/wiki/Leo_I_the_Thracian;http://fr.wikipedia.org/wiki/L%C3%A9on_Ier_(empereur_byzantin);http://de.wikipedia.org/wiki/Leo_I._(Byzanz);http://pl.wikipedia.org/wiki/Leon_I_(cesarz_bizanty%C5%84ski);http://es.wikipedia.org/wiki/Le%C3%B3n_I_(emperador);http://it.wikipedia.org/wiki/Leone_I_di_Bisanzio;http://cs.wikipedia.org/wiki/Leon_I.;http://hu.wikipedia.org/wiki/I._Le%C3%B3_biz%C3%A1nci_cs%C3%A1sz%C3%A1r;;;;;;x;
W_L_70516;http://en.wikipedia.org/wiki/Leo_II_(emperor);http://fr.wikipedia.org/wiki/L%C3%A9on_II_(empereur_byzantin);http://de.wikipedia.org/wiki/Leo_II._(Byzanz);http://pl.wikipedia.org/wiki/Leon_II_(cesarz_bizanty%C5%84ski);http://es.wikipedia.org/wiki/Le%C3%B3n_II_(emperador);http://it.wikipedia.org/wiki/Leone_II_(imperatore);http://cs.wikipedia.org/wiki/Leon_II.;http://hu.wikipedia.org/wiki/II._Le%C3%B3_biz%C3%A1nci_cs%C3%A1sz%C3%A1r;;;;;;x;
W_L_70534;http://en.wikipedia.org/wiki/Theodosius_I;http://fr.wikipedia.org/wiki/Th%C3%A9odose_Ier;http://de.wikipedia.org/wiki/Theodosius_I.;http://pl.wikipedia.org/wiki/Teodozjusz_I_Wielki;http://es.wikipedia.org/wiki/Teodosio_I_el_Grande;http://it.wikipedia.org/wiki/Teodosio_I;http://cs.wikipedia.org/wiki/Theodosius_I.;http://hu.wikipedia.org/wiki/I._Theodosius_r%C3%B3mai_cs%C3%A1sz%C3%A1r;;;;;;x;
W_L_70519;http://en.wikipedia.org/wiki/Arcadius;http://fr.wikipedia.org/wiki/Flavius_Arcadius;http://de.wikipedia.org/wiki/Arcadius;http://pl.wikipedia.org/wiki/Arkadiusz_(cesarz_bizanty%C5%84ski);http://es.wikipedia.org/wiki/Arcadio;http://it.wikipedia.org/wiki/Arcadio;http://cs.wikipedia.org/wiki/Arcadius;http://hu.wikipedia.org/wiki/Flavius_Arcadius_biz%C3%A1nci_cs%C3%A1sz%C3%A1r;;;;;;x;
W_L_70533;http://en.wikipedia.org/wiki/Theodosius_II;http://fr.wikipedia.org/wiki/Th%C3%A9odose_II;http://de.wikipedia.org/wiki/Theodosius_II.;http://pl.wikipedia.org/wiki/Teodozjusz_II_(cesarz_bizanty%C5%84ski);http://es.wikipedia.org/wiki/Teodosio_II;http://it.wikipedia.org/wiki/Teodosio_II_di_Bisanzio;http://cs.wikipedia.org/wiki/Theodosius_II.;http://hu.wikipedia.org/wiki/II._Theodosius_biz%C3%A1nci_cs%C3%A1sz%C3%A1r;;;;;;x;
W_L_74419;https://en.wikipedia.org/wiki/Glycerius;https://fr.wikipedia.org/wiki/Glyc%C3%A9rius;;;https://es.wikipedia.org/wiki/Glicerio;;;;;;;x
W_L_96054;https://en.wikipedia.org/wiki/Romulus_Augustulus;https://fr.wikipedia.org/wiki/Romulus_Augustule;;;https://es.wikipedia.org/wiki/R%C3%B3mulo_Aug%C3%BAstulo;;;;;;;x
W_L_106520;https://en.wikipedia.org/wiki/Childebert_I;https://fr.wikipedia.org/wiki/Childebert_Ier;;;;;;;;;;x
W_L_106522;https://en.wikipedia.org/wiki/Chlothar_I;https://fr.wikipedia.org/wiki/Clotaire_Ier;;;;;;;;;;x
W_L_106524;https://en.wikipedia.org/wiki/Theuderic_I;https://fr.wikipedia.org/wiki/Thierry_Ier;;;;;;;;;;x
W_L_106525;https://en.wikipedia.org/wiki/Theudebert_I;https://fr.wikipedia.org/wiki/Thibert_Ier;;;;;;;;;;x
W_L_145075;http://en.wikipedia.org/wiki/Tiberius;http://fr.wikipedia.org/wiki/Tib%C3%A8re;http://de.wikipedia.org/wiki/Tiberius;http://pl.wikipedia.org/wiki/Tyberiusz;http://es.wikipedia.org/wiki/Tiberio;http://it.wikipedia.org/wiki/Tiberio;http://cs.wikipedia.org/wiki/Tiberius;http://hu.wikipedia.org/wiki/Tiberius_r%C3%B3mai_cs%C3%A1sz%C3%A1r;;;;;;x;
W_L_145289;http://en.wikipedia.org/wiki/Caligula;http://fr.wikipedia.org/wiki/Caligula;http://de.wikipedia.org/wiki/Caligula;http://pl.wikipedia.org/wiki/Kaligula;http://es.wikipedia.org/wiki/Cal%C3%ADgula;http://it.wikipedia.org/wiki/Caligola;http://cs.wikipedia.org/wiki/Caligula;http://hu.wikipedia.org/wiki/Caius_Caesar_Caligula_r%C3%B3mai_cs%C3%A1sz%C3%A1r;;;;;;x;
W_L_145288;http://en.wikipedia.org/wiki/Claudius;http://fr.wikipedia.org/wiki/Claude_(empereur_romain);http://de.wikipedia.org/wiki/Claudius;http://pl.wikipedia.org/wiki/Klaudiusz_(cesarz);http://es.wikipedia.org/wiki/Claudio;http://it.wikipedia.org/wiki/Claudio;http://cs.wikipedia.org/wiki/Claudius;http://hu.wikipedia.org/wiki/Claudius_r%C3%B3mai_cs%C3%A1sz%C3%A1r;;;;;;x;
W_L_145287;http://en.wikipedia.org/wiki/Nero;http://fr.wikipedia.org/wiki/N%C3%A9ron;http://de.wikipedia.org/wiki/Nero;http://pl.wikipedia.org/wiki/Neron;http://es.wikipedia.org/wiki/Ner%C3%B3n;http://it.wikipedia.org/wiki/Nerone;http://cs.wikipedia.org/wiki/Nero;http://hu.wikipedia.org/wiki/Nero_r%C3%B3mai_cs%C3%A1sz%C3%A1r;;;;;;x;
