#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_PROMETHEUS;Prometheus;Prometheus;Prometheus;;Prometheus;;;;;;;;;x
GOD_EPIMETHEUS;Epimetheus;Epimetheus;Epimetheus;;Epimetheus;;;;;;;;;x
GOD_OLYMPIANS;the Olympians;the Olympians;the Olympians;;the Olympians;;;;;;;;;x
THE_DIALOGUES;The Dialogues;The Dialogues;The Dialogues;;The Dialogues;;;;;;;;;x
PHILOSOPHER;Philosophos;Philosophos;Philosophos;;Philosophos;;;;;;;;;x
promethean_pagan;Promethean;Promethean;Promethean;;Promethean;;;;;;;;;x
promethean_pagan_DESC;Prometheanism is the worship of the Titan Prometheus and, to a lesser extent, his brother Epimetheus, as the fathers of humanity. Prometheanism acknowledges the existence, and divinity, of the Olympians, but rejects their worthiness as beings to be worshiped. Prometheans value intellectual pursuits above all, finding guile, diplomacy, and a quick wit to be the highest art forms. They find violence distasteful, but recognize that it is ocassionally necessary.;;;;;;;;;;;;;x
promethean_pagan_FEATURES;§Y*§! Prometheans gain a bonus to Learning.\n§Y*§! Prometheanism is a feminist faith.;;;;;;;;;;;;;x
promethean_expansion_desc;Independent Promethean rulers, with sufficient population (meaning no Depopulated provinces), may invade a neighboring kingdom to expand the realm.;;;;;;;;;;;;;x
CB_NAME_EXPANSION;Expansion into [Title.GetBaseName];;;;;;;;;;;;;x
WAR_NAME_EXPANSION;$ORDER$$FIRST_ADJ$ Expansion into $OTHER_TITLE$;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
job_spiritual_promethean_pagan;Daskalos;;;;;;;;;;;;;x
city_job_spiritual_promethean_pagan;Daskalos;;;;;;;;;;;;;x
tribal_job_spiritual_promethean_pagan;Daskalos;;;;;;;;;;;;;x
nomad_job_spiritual_promethean_pagan;Daskalos;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
title_master_scrolls;Archopapyri;;;;;;;;;;;;;x
title_master_scrolls_desc;The "master of scrolls" is in charge of their lords personal library. This posting involves few actual responsibilities, but is prestigious for the trust implicit in its position.;;;;;;;;;;;;;x
title_master_antiquities;Archothisavrous;;;;;;;;;;;;;x
title_master_antiquities_desc;The "master of treasures" is in charge of their lords personal collection of artefacts from centuries long past. This posting involves as much liability, in the form of responsibility for theft, as it does prestige. A slightly larger income is afforded to this position to pay for security of the artefacts;;;;;;;;;;;;;x
title_keeper_flame;Fylakasflogas;;;;;;;;;;;;;x
title_keeper_flame_desc;The "keeper of the flame" is responsible for the maintenance of the lord's personal shrine and sacred fire. The important religious nature of this position affords some leverage with the clergy.;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
d_promethean_pagan;First Academy;;;;;;;;;;;;;x
d_promethean_pagan_adj;Academecian;;;;;;;;;;;;;x
SCHOLARCH;Scholarch;Scholarch;Scholarch;;Scholarch;;;;;;;;;x
d_men_of_steel;Men of Steel;;;;;;;;;;;;;x
d_men_of_steel_adj;Steely;;;;;;;;;;;;;x
organize_men_of_steel;Organize the Men of Steel;;;;;;;;;;;;;x
organize_men_of_steel_desc;Create the Men of Steel, a Holy Order of Prometheanism.;;;;;;;;;;;;;x
hold_unbinding_festival;Hold the Unbinding Festival;;;;;;;;;;;;;x
hold_unbinding_festival_desc;Hold a festival in remembrance of Prometheus' Unbinding from Mt Kazbek;;;;;;;;;;;;;x
prepare_unbinding_festival;Begin preperations for the Unbinding Festival.;;;;;;;;;;;;;x
change_school;Choose A School;;;;;;;;;;;;;x
change_school_desc;Will you be Stoic, Skeptic, or Epicurean?;;;;;;;;;;;;;x
choose_school_tip;Choose which of the schools to follow...;;;;;;;;;;;;;x
rebuild_first_academy;Rebuild the First Academy;;;;;;;;;;;;;x
rebuild_first_academy_desc;Rebuild the First Academy, with the Scholarch as the head of the Promethean faith.;;;;;;;;;;;;;x
rebuild_crotone;Rebuild Crotone;;;;;;;;;;;;;x
rebuild_crotone_desc;Rebuild the Academy at Crotone;;;;;;;;;;;;;x
first_academy_restored;First Academy Restored;;;;;;;;;;;;;x
crotone_academy;Academy of Crotone Rebuilt;;;;;;;;;;;;;x
held_unbinding_festival_timer;Held an Unbinding Festival;;;;;;;;;;;;;x
held_unbinding_festival_timer_desc;This character has held the tri-annual Unbinding Festival.;;;;;;;;;;;;;x
opinion_held_unbinding_festival;Held an Unbinding Festival;;;;;;;;;;;;;x
acr_terrible_performance;Terrible Acting;;;;;;;;;;;;;x
acr_terrible_performance_desc;This character had a terrible performance on stage and is the subject of ridicule.;;;;;;;;;;;;;x
acr_bad_performance;Bad Acting;;;;;;;;;;;;;x
acr_bad_performance_desc;This character looked foolish on stage.;;;;;;;;;;;;;x
acr_good_performance;Good Acting;;;;;;;;;;;;;x
acr_good_performance_desc;This character performed well on stage.;;;;;;;;;;;;;x
acr_great_performance;Great Acting;;;;;;;;;;;;;x
acr_great_performance_desc;This character performed fantastically on stage.;;;;;;;;;;;;;x
acr_grand_sculpture;Grand Sculpture;;;;;;;;;;;;;x
acr_grand_sculpture_desc;This character owns an impressive sculpture and has it situated strategically in their palace for maximum effect.;;;;;;;;;;;;;x
ancrel_pleased;Pleased;;;;;;;;;;;;;x
acr_blasphemous_exhibition;Blasphemous Exhibition;;;;;;;;;;;;;x
acr_blasphemous_exhibition_desc;The populace are enraged by a rather blasphemous art exhibition that took place recently.;;;;;;;;;;;;;x
acr_excellent_performance;Excellent Performance;;;;;;;;;;;;;x
acr_excellent_performance_desc;The populace are pleased by an excellent play that was held recently.;;;;;;;;;;;;;x
holding_unbinding_festival;Holding Unbinding Festival;;;;;;;;;;;;;x
holding_unbinding_festival_desc;This character is holding an Unbinding Festival, a religious celebration of the Promethean faith held every summer.;;;;;;;;;;;;;x
depopulated_province;Depopulated;;;;;;;;;;;;;x
depopulated_province_desc;This province was recently invaded and is severely depopulated. It will take a long time for it to fully recover.;;;;;;;;;;;;;x
acr_crotone_arts;Academy of the Arts;;;;;;;;;;;;;x
acr_crotone_arts_desc;This province is home to the Crotone Academy of the Arts, and enjoys quality entertainment and cultural advancement as a result.;;;;;;;;;;;;;x
acr_crotone_engineering;Academy of Engineering;;;;;;;;;;;;;x
acr_crotone_engineering_desc;This province is home to the Crotone Academy of Engineering. It benefits from advanced construction techniques pioneered at the school.;;;;;;;;;;;;;x
acr_crotone_military;Military Academy;;;;;;;;;;;;;x
acr_crotone_military_desc;This province is home to the Crotone Military Academy. Here cadets are transformed into officers, many of which go on to join the Men of Steel. Their presence strengthens the morale of the local garrison.;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
temple_baron_promethean_pagan;Philosophos;;;;;;;;;;;;;x
temple_baron_female_promethean_pagan;Philosopheia;;;;;;;;;;;;;x
temple_barony_promethean_pagan;Academy;;;;;;;;;;;;;x
temple_barony_of_promethean_pagan;Academy of;;;;;;;;;;;;;x
temple_count_promethean_pagan;Ypsilós Philosophos;;;;;;;;;;;;;x
temple_count_female_promethean_pagan;Ypsilós Philosophoia;;;;;;;;;;;;;x
temple_county_promethean_pagan;High Academy;;;;;;;;;;;;;x
temple_county_of_promethean_pagan;High Academy of;;;;;;;;;;;;;x
temple_duke_promethean_pagan;Megálos Philosophos;;;;;;;;;;;;;x
temple_duke_female_promethean_pagan;Megálos Philosophoia;;;;;;;;;;;;;x
temple_duchy_promethean_pagan;Grand Academy;;;;;;;;;;;;;x
temple_duchy_of_promethean_pagan;Grand Academy of;;;;;;;;;;;;;x
temple_king_promethean_pagan;Dáskalosophos;;;;;;;;;;;;;x
temple_king_female_promethean_pagan;Dáskalosophoia;;;;;;;;;;;;;x
temple_kingdom_promethean_pagan;Sofos Vasilieo;;;;;;;;;;;;;x
temple_kingdom_of_promethean_pagan;Sofos Vasilieo;;;;;;;;;;;;;x
temple_emperor_promethean_pagan;Sofos Patriarchis;;;;;;;;;;;;;x
temple_emperor_female_promethean_pagan;Sofos Matriarchia;;;;;;;;;;;;;x
temple_empire_promethean_pagan;Enlightened Realm;;;;;;;;;;;;;x
temple_empire_of_promethean_pagan;Enlightened Realm of;;;;;;;;;;;;;x
