d_arabia_felix;Aden;Aden;Aden;;Aden;;;;;;;;;x
d_arabia_felix_adj;Adenian;Adenian;Adenian;;Adenian;;;;;;;;;x
d_hormuz_republic;Hormuz;Hormuz;Hormuz;;Hormuz;;;;;;;;;x
d_hormuz_republic_adj;Hormuz;Hormuz;Hormuz;;Hormuz;;;;;;;;;x
d_hormuz;Sistan;Sistan;Sistan;;Sistan;;;;;;;;;x
d_hormuz_adj;Sistan;Sistan;Sistan;;Sistan;;;;;;;;;x
d_ragusa;Ragusa;Ragusa;Ragusa;;Ragusa;;;;;;;;;x
d_ragusa_adj;Ragusan;Ragusan;Ragusan;;Ragusan;;;;;;;;;x
d_brugge;Brugge;Bruges;Brügge;;Brujas;;;;;;;;;x
d_brugge_adj;Bruggian;Brugeoise;Brügger;;Brugense;;;;;;;;;x
PROV1112;Indian Ocean;Indian Ocean;Indian Ocean;;Indian Ocean;;;;;;;;;x
PROV1113;Arabian Sea;Arabian Sea;Arabian Sea;;Arabian Sea;;;;;;;;;x
PROV1114;Gulf of Oman;Gulf of Oman;Gulf of Oman;;Gulf of Oman;;;;;;;;;x
PROV1115;Persian Gulf;Persian Gulf;Persian Gulf;;Persian Gulf;;;;;;;;;x
PROV1116;Northern Red Sea;Northern Red Sea;Northern Red Sea;;Northern Red Sea;;;;;;;;;x
PROV1117;Southern Red Sea;Southern Red Sea;Southern Red Sea;;Southern Red Sea;;;;;;;;;x
PROV1118;Gulf of Aden;Gulf of Aden;Gulf of Aden;;Gulf of Aden;;;;;;;;;x
d_hamburg;Hamburg;Hambourg;Hamburg;;Hamburgo;;;;;;;;;x
d_hamburg_adj;Hamburg;Hambourgeois;Hamburgisch;;Hamburgués;;;;;;;;;x
MAYOR_H;Mayor;Maire;Bürgermeister;;Alcalde;;;;;;;;;x
MAYOR_H_FOA;Your Grace;Monsieur le Maire;Herr Bürgermeister;;Su Gracia;;;;;;;;;x
FREE_CITY_H_OF;Free City of;Ville libre de;Freie Stadt;;Ciudad libre de;;;;;;;;;x
EVTOPTA_REP_413_tooltip;[From.GetTitledFirstName] will marry a foreign woman.;[From.GetTitledFirstName] will marry a foreign woman;[From.GetTitledFirstName] will marry a foreign woman;;[From.GetTitledFirstName] will marry a foreign woman;;;;;;;;;x
EVTDESC_REP_413;Some time ago, a merchant galley working for the [Root.GetOnlyDynastyName] family brought back several visiting dignitaries from a distant land. It seems one of them, a woman, has become the target of [From.GetTitledFirstName]'s infatuation. After courting her for weeks, she has finally agreed to marry him, take up his faith, and settle in [Root.MercRepCapital.GetName].;Il y a quelques temps, une galère de marchands travaillant pour la famille [Root.GetOnlyDynastyName] a ramené d’un pays lointain plusieurs dignitaires en visite. Il semble que l’une de ces dignitaires ait ému le cœur de [From.GetTitledFirstName]. Après des semaines passées à la courtiser, elle a finalement accepté de l’épouser, d’adopter sa foi et de s’installer à [Root.MercRepCapital.GetName].;Vor geraumer Zeit brachte ein Handelsschiff, das für die [Root.GetOnlyDynastyName] Familie arbeitet, mehrere Würdenträger aus einem fernen Land zu Besuch. Es scheint, dass einer von ihnen, eine Frau, das Ziel von [From.GetTitledFirstName]s Vernarrtheit geworden ist. Nachdem er sie für Wochen umworben hat, hat sie endlich zugestimmt, ihn zu heiraten, seinen Glauben anzunehmen und nach [Root.MercRepCapital.GetName] zu ziehen.;;Hace algún tiempo, una galera mercante que faenaba para la familia [Root.GetOnlyDynastyName] trajo de vuelta a varios dignatarios de lejanas tierras. Al parecer, uno de ellos, una mujer, se ha convertido en el objeto de deseo de [From.GetTitledFirstName]. Tras cortejarla durante semanas, finalmente ella ha aceptado casarse con él, convertirse a su fe y asentarse en [Root.MercRepCapital.GetName].;;;;;;;;;x
z;EOF;EOF;EOF;;EOF;;;;;;;;;x
