#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###### Overridden vanilla keys have to be loaded last since patch 2.5;;;;;;;;;;;;;;x
###### Non-Catholic specific text for College of Cardinals;;;;;;;;;;;;;;x
SHOW_COLLEGE_OF_CARDINALS;[GetReligiousHeadElectorBody];[GetReligiousHeadElectorBody];;;;;;;;;;;;x
POPE_VOTE_SCORE;§YReligious head suitability: $SCORE$§!;§YPertinence du chef religieux : $SCORE$§!;;;;;;;;;;;;x
CANDIDATE_SCORE;§YCandidate appointment score§!;§YScore de nomination du candidat§!;;;;;;;;;;;;x
SUCCESSOR;Current Successor;Successeur actuel;;;;;;;;;;;;x
SUCCESSOR_TOOLTIP;This is the current expected successor of the religion head.;Ceci est le successeur actuel du chef de la religion.;;;;;;;;;;;;x
TITLE_GAINED_RELIGIOUS_SETUP;New [GetReligiousHeadElectorTitle] appointed.;Nouveau [GetReligiousHeadElectorTitle] nommé.;;;;;;;;;;;;x
TITLE_GAINED_RELIGIOUS_LETTER;$NEWHOLDER$ was given a seat in the [GetReligiousHeadElectorBody].;$NEWHOLDER$ s'est vu attribuer une place dans le [GetReligiousHeadElectorBody].;;;;;;;;;;;;x
TITLE_GAINED_RELIGIOUS_LOG;$NEWHOLDER$ was given a seat in the [GetReligiousHeadElectorBody].;$NEWHOLDER$ s'est vu attribuer une place dans le [GetReligiousHeadElectorBody].;;;;;;;;;;;;x
###### Map;;;;;;;;;;;;;;x
b_meir;Akhetaten;Akhetaten;;;;;;;;;;;;x
###### Vanilla religions;;;;;;;;;;;;;;x
hellenic_pagan_DESC;The Hellenistic religion is polytheistic, with a pantheon of twelve major gods including Jupiter, Mars, Mercury, Venus, Minerva and Vesta. It originated in ancient Greece and with the conquests of Alexander the Great and the Roman Empire, it would go on to become the dominant religion in the Mediterranean world until the rise of Christendom.;L'hellénisme est polythéiste, avec un panthéon de douze dieux majeurs incluant Jupiter, Mars, Mercure, Venus, Minerve et Vesta. Il est originaire de la Grèce antique et allait avec les conquêtes d'Alexandre le Grand et l'Empire romain devenir la religion dominante autour de la Méditerranée jusqu'à la montée du Christianisme.;;;;;;;;;;;;x
job_spiritual_hellenic_pagan;Augur;Augure;;;;;;;;;;;;x
finnish_pagan_reformed;Suomenusko;suomenusko;;;;;;;;;;;;x
norse_pagan_reformed;Asatru;asatru;;;;;;;;;;;;x
baltic_pagan_reformed;Romuva;romuva;;;;;;;;;;;;x
slavic_pagan_reformed;Rodnovery;rodnovery;;;;;;;;;;;;x
west_african_pagan_reformed;Akan;akan;;;;;;;;;;;;x
finnish_pagan;Finnic;finnois;;;;;;;;;;;;x
baltic_pagan;Baltic;balte;;;;;;;;;;;;x
###### Expanded vanilla;;;;;;;;;;;;;;x
EVTDESCLoR.20.b;Friends, Romans, countrymen, lend me your ears! After the miraculous recovery of territory lost centuries ago, the Roman Empire has been reborn! Europe has endured dark times since the imperial frontiers were stormed by barbarians and province after province burned at their touch, but now a bright new age has dawned for all of civilization.\n\nThe Roman State will no longer be referred to as the "Western Empire" by the Romans in the East, but recognized as the sole, universal Roman Empire. [Root.GetTitledFirstName] rules a restored Imperium Romanum, but much work remains to be done. There is still territory to recover and ancient borders to reclaim. For the Senate and People of Rome!;« Amis, Romains, compatriotes, écoutez-moi ! Après la reconquête miraculeuse des antiques provinces perdues depuis des siècles, l'Empire romain a ressuscité de ses cendres ! L'Europe a connu des temps difficiles depuis que les barbares ont pris d'assaut les frontières impériales en brûlant et pillant chacune des provinces qu'ils touchaient. Mais désormais un âge d'or resplendissant a commencé pour l'ensemble de la civilisation.\n    L'Empire romain ne sera plus appelé « Empire de l'Ouest » par les les Romains d'Orient, mais sera reconnu comme le véritable héritier de Rome. [Root.Get_Le_Title][Root.GetTitledFirstName] règne sur le Romanum Imperium restauré. Toutefois, beaucoup de travail reste à faire. Il reste encore une antique région à récupérer. Pour le Sénat et le peuple de Rome ! »;;;;;;;;;;;;x
EVTDESCLoR.20.c;Friends, Romans, countrymen, lend me your ears! After the miraculous recovery of territory lost centuries ago, the Roman Empire has been reborn! Europe has endured dark times since the imperial frontiers were stormed by barbarians and province after province burned at their touch, but now a bright new age has dawned for all of civilization.\n\nThe Roman State will no longer be divided between West and East, for it is becoming a single, united entity once more. [Root.GetTitledFirstName] rules a restored Imperium Romanum, but much work remains to be done. There is still territory to recover and ancient borders to reclaim. For the Senate and People of Rome!;« Amis, Romains, compatriotes, écoutez-moi ! Après la reconquête miraculeuse des antiques provinces perdues depuis des siècles, l'Empire romain a ressuscité de ses cendres ! L'Europe a connu des temps difficiles depuis que les barbares ont pris d'assaut les frontières impériales en brûlant et pillant chacune des provinces qu'ils touchaient. Mais désormais un âge d'or resplendissant a commencé pour l'ensemble de la civilisation.\n    L'Empire romain ne sera plus divisé entre l'Occident et l'Orient, car il est de nouveau redevenu une seule unité unie. [Root.Get_Le_Title][Root.GetTitledFirstName] règne sur le Romanum Imperium restauré. Toutefois, beaucoup de travail reste à faire. Il reste encore une antique région à récupérer. Pour le Sénat et le peuple de Rome ! »;;;;;;;;;;;;x
