society_whoreborites;Borborite Sect;;;;;;;;;;;x
borborites_DESC;The Borborites (an exonym literally meaning "the filthy ones") were a minor, polytheistic, Gnostic sect present in Upper Egypt in the fourth and fifth centuries AD. They preferred to call themselves "Koddians", "Phibionites", or "Barbeloites". Highly sexual in nature, they embraced peculiar rites involving soaking one's hands in menstrual blood and semen, and considered lovemaking an act of worship, engaging in many sex rituals with multiple women. Their version of the Eucharist/Sacraments involved consumption of the same. The Borborites possessed certain sacred books, one called Noria, a Gospel of Eve, Books of Seth, and the Revelations of Adam. They used both the Old and New Testament, but did not acknowledge the God of the Old Testament as the supreme deity. They taught that there were eight heavens, each under a separate Archon. In the seventh reigned Sabaoth, creator of heaven and earth, the God of the Jews, represented by some Borborites under the form of a donkey or a hog, hence the Jewish prohibition of swine's flesh. In the eighth heaven reigned Barbelo, the mother of the living, the Father of All, the supreme God, and Jesus the Christ. They denied that Christ was born of Mary, or had a real Body, and they also deny the resurrection of that Body. They believed that the human soul after death wanders through the seven heavens, until it obtains rest with Barbelo. According to Augustine they taught that the soul was derived from the substance of God, and hence could not be polluted by contact with matter. A subset of this sect is said to have consumed stillborn human fetuses- ritual cannibalism -that were conceived during their sacred sex rituals, making the entire sect a victim of fierce persecution. During the timeline of this Mod, they were wholly underground and near extinction.;;;;;;;;;;;x
society_whoreborites_leader_desc;Protector;;;;;;;;;;;x
society_whoreborites_leader_female_desc;Protectrix;;;;;;;;;;;x
society_whoreborites_rank_1_male;Whoremaster;;;;;;;;;;;x
society_whoreborites_rank_1_female;Maiden;;;;;;;;;;;x
society_whoreborites_rank_2_male;Eveman;;;;;;;;;;;x
society_whoreborites_rank_2_female;Eve;;;;;;;;;;;x
society_whoreborites_rank_3_male;Archeve;;;;;;;;;;;x
society_whoreborites_rank_3_female;Arch-Eve;;;;;;;;;;;x
society_whoreborites_rank_4_male;Son of the Eternal Aeon;;;;;;;;;;;x
society_whoreborites_rank_4_female;Eve of the Eternal Aeon;;;;;;;;;;;x
currency_name_society_whoreborites;Barbeloism;;;;;;;;;;;x
#######################################################################################################################################################################
#######################################################################################################################################################################
borborites;Borborite;;;;;;;;;;;x
