#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###### Overridden vanilla keys have to be loaded last since patch 2.5;;;;;;;;;;;;;;x
###### Non-Catholic specific text for College of Cardinals;;;;;;;;;;;;;;x
SHOW_COLLEGE_OF_CARDINALS;Religious head electors;;;;;;;;;;;;;x
POPE_VOTE_SCORE;§YReligious head suitability: $SCORE$§!;;;;;;;;;;;;;x
CANDIDATE_SCORE;§YCandidate appointment score§!;;;;;;;;;;;;;x
###### Vanilla religions;;;;;;;;;;;;;;x
hellenic_pagan_DESC;The Hellenistic religion is polytheistic, with a pantheon of twelve major gods including Jupiter, Mars, Mercury, Venus, Minerva and Vesta. It originated in ancient Greece and with the conquests of Alexander the Great and the Roman Empire, it would go on to become the dominant religion in the Mediterranean world until the rise of Christendom.;L'hellénisme est polythéiste, avec un panthéon de douze dieux majeurs incluant Jupiter, Mars, Mercure, Venus, Minerve et Vesta. Il est originaire de la Grèce antique et avec les conquête d'Alexandre le Grand et l'Empire romain, allait devenir la religion dominante autour de la Méditerranée jusqu'à la montée du Christianisme.;;;;;;;;;;;;x
finnish_pagan_reformed;Suomenusko;Suomenusko;;;;;;;;;;;;x
norse_pagan_reformed;Asatru;Asatru;;;;;;;;;;;;x
baltic_pagan_reformed;Romuva;Romuva;;;;;;;;;;;;x
altaic_pagan_reformed;Tengri;Tengri;;;;;;;;;;;;x
slavic_pagan_reformed;Rodnovery;Rodnovery;;;;;;;;;;;;x
west_african_pagan_reformed;Akan;Akan;;;;;;;;;;;;x
finnish_pagan;Finnic;Finnic;;;;;;;;;;;;x
baltic_pagan;Baltic;Baltic;;;;;;;;;;;;x
altaic_pagan;Altaic;Altaic;;;;;;;;;;;;x
